transcript gene 001_5d234 002_embABC 003_rootABC 004_15d124 005_leafABC 006_inf2FGH 007_nodABC 008_inf1ABC
MLOC_10536 MLOC_10536 14.0612 15.5049 11.3654 8.29261 2.9955 111.563 0.489472 38.4108
MLOC_10538.2 MLOC_10538 0.366216 0 0 4.6572 0 0.0219473 0 0
MLOC_10539.3 MLOC_10539 0.165937 2.0822 2.05629 0.0444322 0.0497639 0.187797 0.0354597 0.191772
MLOC_10540.1 MLOC_10540 18.8195 5.15349 6.2378 15.1005 2.07853 47.6662 3.45849 25.3885
MLOC_10541 MLOC_10541 9.79702 11.2768 19.2186 28.1407 40.923 8.80256 106.411 7.981
MLOC_10546.1 MLOC_10546 18.3787 15.0889 15.3022 19.9152 9.80352 28.446 12.3029 25.7877
MLOC_10549.1 MLOC_10549 1.12783 0.8908 0.683743 0.709397 0.388111 1.64165 0.0801554 1.5842
MLOC_10556.1 MLOC_10556 2.18812 1.87451 1.28287 0.79162 0.417969 5.67537 0.105748 4.1758
MLOC_10562.1 MLOC_10562 0.074215 0.927489 0.981252 0 0.968939 0 21.9179 0.0605237
MLOC_10563.2 MLOC_10563 0 0 0 0 14.1878 0 0 0
MLOC_10564.2 MLOC_10564 25.4293 78.9186 44.6503 10.5814 13.78 18.6075 192.298 20.14
MLOC_10565.1 MLOC_10565 0 1.66247 1.07316 0.0334831 0 0 0.0179295 0
MLOC_10567.1 MLOC_10567 36.5125 65.5404 46.7326 46.9354 12.8515 54.0238 18.7953 64.6864
MLOC_10572.1 MLOC_10572 4.32312 6.0654 8.36772 3.72184 7.88013 1.86987 35.0287 1.29486
MLOC_10574.3 MLOC_10574 0.593391 0.181368 1.07107 0.334963 0.0663806 0.743281 0.0234349 0.623959
MLOC_10575.1 MLOC_10575 27.9369 29.619 27.5431 11.0725 22.365 39.6225 56.2333 33.9424
MLOC_10576 MLOC_10576 7.44365 4.05496 6.60291 9.42148 1.55254 20.8146 13.9652 15.133
MLOC_10579.1 MLOC_10579 48.9016 67.7164 69.858 26.0361 61.8556 125.801 77.0561 99.1863
MLOC_10581.1 MLOC_10581 0.202136 0.264175 3.40845 0.239859 6.64032 0.0495796 1.72163 0.0225917
MLOC_10582.1 MLOC_10582 0.86911 3.21968 3.91068 0.416671 2.51133 1.57914 4.4275 1.10735
MLOC_10584 MLOC_10584 27.1124 16.5458 25.6469 56.6146 20.6746 45.1315 54.018 24.658
MLOC_10585.2 MLOC_10585 7.46331 4.76373 6.32409 16.1832 31.2086 4.00602 31.6584 4.39273
MLOC_10586.3 MLOC_10586 11.0566 7.33948 10.3264 12.5333 7.08593 11.1837 18.1638 6.77458
MLOC_10587.2 MLOC_10587 14.0852 9.92725 12.2961 26.4758 10.9239 26.5444 52.3102 14.0813
MLOC_10588.1 MLOC_10588 297.253 398.895 430.613 235.9 128.047 434.302 113.681 457.523
MLOC_10591.1 MLOC_10591 13.1823 7.81294 10.4623 10.4428 5.9393 8.71235 14.4844 6.91034
MLOC_10594.1 MLOC_10594 19.782 16.9176 19.284 22.6847 12.5063 32.888 64.5613 27.8085
MLOC_10595.1 MLOC_10595 0.243084 1.68122 18.968 0.256876 1.50964 5.58083 4.43937 9.72678
MLOC_10596.1 MLOC_10596 0.0392493 1.11648 3.58044 0.266699 1.01323 0.0405909 19.2553 0.0170641
MLOC_10597.1 MLOC_10597 0.530953 0 0 0 0 0 0 0
MLOC_10598.2 MLOC_10598 16.0844 5.90206 8.47939 16.0945 3.1567 30.5868 31.1164 31.014
MLOC_10599.1 MLOC_10599 0 0 0 0.164674 0.621446 0.023169 0.193596 0.056056
MLOC_1060.1 MLOC_1060 0.592326 0.479499 0.355281 0.40552 0.194252 0.811084 1.11883 0.444062
MLOC_10600 MLOC_10600 5.58899 9.46556 15.1522 18.7055 7.35959 6.19402 23.5011 6.10778
MLOC_10603 MLOC_10603 5.16006 11.5592 12.3239 1.48498 6.87111 5.64024 35.5379 4.72325
MLOC_10604 MLOC_10604 21.5502 13.232 16.658 13.3512 11.4509 16.9927 34.4847 12.3666
MLOC_10606.4 MLOC_10606 7.17809 4.03334 1.54904 2.31716 16.8919 6.0416 20.0123 5.31816
MLOC_10607.1 MLOC_10607 0.481027 0.123395 0 0 0.211688 0 0 0
MLOC_10609 MLOC_10609 3.21513 1.11199 1.07047 2.12726 45.2398 2.08086 42.723 2.51866
MLOC_1061.5 MLOC_1061 0.493979 0.5889 0.788195 0.279097 0.610522 1.96755 4.13816 1.14866
MLOC_10610.1 MLOC_10610 0.0262993 0 0.403698 0 0.117802 0 0.328469 0.0348959
MLOC_10613.2 MLOC_10613 7.93061 7.08175 5.72089 5.17686 4.22533 12.7121 11.5144 8.37449
MLOC_10614.1 MLOC_10614 3.11634 17.2318 40.3396 0.4249 1.4021 0.886572 24.7775 0.690668
MLOC_10618.1 MLOC_10618 25.6454 45.2556 41.8173 17.5801 23.4142 9.18124 180.777 8.6711
MLOC_10620.1 MLOC_10620 13.2279 9.41214 10.8387 20.4398 10.0001 28.0302 42.4339 14.8827
MLOC_10621.1 MLOC_10621 14.3269 8.17132 10.1343 21.6082 10.639 26.4056 31.2918 14.863
MLOC_10622.1 MLOC_10622 56.9076 81.3323 125.14 55.2392 64.5612 23.3702 236.62 20.0851
MLOC_10629.7 MLOC_10629 3.01036 8.15177 42.8666 2.36726 3.07842 3.07606 43.3952 2.45431
MLOC_10632.1 MLOC_10632 1.32866 1.2481 0.949066 0.964471 0.126008 1.94055 0.0289282 1.75375
MLOC_10633.1 MLOC_10633 0.0380284 6.0115 0.725764 0 0 0.037661 0 0.0180437
MLOC_10635.2 MLOC_10635 0.638779 0.174333 0.281904 0.872352 1.98425 0.711557 4.16283 0.374756
MLOC_10638.1 MLOC_10638 5.99147 5.65619 7.00081 3.93954 1.38928 6.42744 6.3384 5.32316
MLOC_1064 MLOC_1064 3.11206 6.48578 6.10486 10.7536 3.40238 28.3398 21.0012 16.0791
MLOC_10641 MLOC_10641 23.0329 28.1695 37.6549 39.1219 20.101 55.3668 103.364 37.2457
MLOC_10643.2 MLOC_10643 0.0335883 0 0.0717646 0.125851 2.96557 0 3.0178 0
MLOC_10644.4 MLOC_10644 13.2966 13.8356 14.1725 20.807 10.6986 15.334 31.6317 9.8502
MLOC_10645.1 MLOC_10645 9.14114 24.6067 20.0966 2.7233 1.05784 18.9064 0.727583 26.3812
MLOC_10647.1 MLOC_10647 47.9689 32.0234 36.4057 63.7424 15.8753 33.7727 75.5511 33.0101
MLOC_10651 MLOC_10651 45.723 47.8183 60.4782 104.244 23.4016 28.0466 119.791 33.2394
MLOC_10653 MLOC_10653 62.55 166.031 353.698 101.543 103.848 258.604 463.487 269.426
MLOC_10655.1 MLOC_10655 37.5394 37.2092 31.7783 47.4772 16.2635 35.0242 78.3623 29.0248
MLOC_10656.1 MLOC_10656 0.819643 2.82309 2.42785 0.193204 0.304344 0.128423 3.28006 0.182208
MLOC_10658.1 MLOC_10658 15.9863 14.0864 9.41601 5.96804 32.1871 21.6634 45.3103 12.0403
MLOC_10662.1 MLOC_10662 10.0974 10.2851 10.844 10.1509 1.71069 10.0556 6.69837 7.72946
MLOC_10663.1 MLOC_10663 32.9305 25.4147 28.6481 55.7922 16.6996 56.2045 10.5343 55.6456
MLOC_10665 MLOC_10665 2.36764 4.36642 1.83358 0.218687 2.97044 0.718362 7.89095 0.974303
MLOC_10666 MLOC_10666 38.0642 22.7904 24.4718 21.7996 5.11713 105.65 115.912 69.4501
MLOC_10667.2 MLOC_10667 2.84953 6.44721 3.73335 1.72967 3.04274 12.33 0.216804 15.0027
MLOC_10669.1 MLOC_10669 0 1.51088 3.35755 0 0.388507 0 0.109986 0
MLOC_10671 MLOC_10671 5.39808 3.40988 5.22865 6.37513 8.19666 5.04843 26.2397 3.09428
MLOC_10676 MLOC_10676 278.043 176.75 194.747 288.967 109.498 203.156 440.684 226.466
MLOC_1068.2 MLOC_1068 8.71737 2.08603 2.40642 9.04831 2.06799 9.31229 7.51567 4.48605
MLOC_10685 MLOC_10685 4.30567 5.16601 7.10971 3.88945 5.23914 5.27185 26.1468 3.44754
MLOC_10686.1 MLOC_10686 4.06193 1.80181 5.59611 2.62847 2.02159 1.57279 11.425 0.963684
MLOC_10687.2 MLOC_10687 6.61729 0.183193 0.253881 1.90194 0.444615 0.0597929 0.169908 0.0736532
MLOC_10688.1 MLOC_10688 58.6816 63.6335 73.9749 66.501 34.8999 161.417 193.948 94.0423
MLOC_10689 MLOC_10689 0.551549 2.10911 7.80674 0.130762 1.91229 2.31226 0.138681 4.8036
MLOC_1069 MLOC_1069 0.309689 29.0559 43.8977 0.142569 9.19504 2.5585 26.897 2.07795
MLOC_10695.1 MLOC_10695 3.21281 1.30909 1.04554 16.8368 0.567364 4.34021 5.11104 3.97491
MLOC_10697 MLOC_10697 0.898261 1.38297 3.51287 2.02974 1.62287 1.16194 5.07706 0.69534
MLOC_10698.5 MLOC_10698 0.0418826 0 0.612988 0.260987 0.19951 0.132047 0.072965 0.0331548
MLOC_10699 MLOC_10699 5.99354 17.9182 44.9375 4.44175 9.80956 0.298696 137.953 1.39022
MLOC_10701.1 MLOC_10701 23.704 32.4862 69.2296 18.0102 93.8745 29.6242 144.292 26.594
MLOC_10702.4 MLOC_10702 17.8058 13.8103 21.2154 29.4802 93.3603 12.2577 60.2641 10.8476
MLOC_10704.1 MLOC_10704 0 0.981321 0.619958 0 0.282255 0 2.75102 0
MLOC_10705 MLOC_10705 62.7003 81.6983 79.1925 31.8193 50.7991 92.3687 41.8103 102.031
MLOC_10707.1 MLOC_10707 8.25518 0.110584 0 1.47057 0 0 0 0
MLOC_10709.1 MLOC_10709 6.89232 7.10632 12.8499 3.68612 2.75298 35.4716 14.2536 17.3814
MLOC_10710 MLOC_10710 0.969867 0.572348 0.292554 0.143784 1.0392 0.339762 17.924 0.0919715
MLOC_10713.1 MLOC_10713 90.5818 70.3588 112.116 37.1432 52.3848 101.635 155.95 87.8535
MLOC_10715 MLOC_10715 0.116158 0.259944 0.719575 0.347374 0.424974 0.240654 0.290827 0.126369
MLOC_10718.1 MLOC_10718 4.10343 5.89296 4.49162 5.08164 0.551176 5.32642 3.16394 6.91037
MLOC_10721 MLOC_10721 41.7332 44.3963 70.3643 54.7116 24.8411 34.6191 77.5057 27.5393
MLOC_10722.1 MLOC_10722 0.12489 0.249944 1.7223 0.1181 0.643134 0.0515645 0.0376319 0
MLOC_10723.2 MLOC_10723 0 0.593571 15.9385 0.092746 0.301116 0 0 0.0291099
MLOC_10725.1 MLOC_10725 11.5706 1.87393 0.382573 89.7203 0.508309 0.694249 2.34082 0.389901
MLOC_10727.2 MLOC_10727 9.31012 4.51225 4.27639 9.91008 4.60975 37.8109 9.27754 19.4293
MLOC_10729.1 MLOC_10729 0.892504 0.0642224 0.024694 2.24234 55.6943 0.0767884 0.115073 0
MLOC_10731 MLOC_10731 3.41723 1.03203 0.582541 7.88395 4.50974 0.117191 20.4426 0.262134
MLOC_10734 MLOC_10734 13.9424 7.297 8.05554 34.8837 9.05388 27.4613 20.0881 15.2379
MLOC_10735 MLOC_10735 21.6949 24.034 14.2627 4.40875 3.27861 15.0358 8.9587 18.0562
MLOC_10742 MLOC_10742 11.6168 10.5088 11.4941 16.0634 15.4692 10.6505 48.1053 9.46039
MLOC_10743.1 MLOC_10743 0 0 5.71294 0.223949 10.8617 0 0.0210448 0
MLOC_10745.2 MLOC_10745 11.6406 13.323 17.8209 5.30792 7.68533 12.0991 20.3058 11.2997
MLOC_10748.1 MLOC_10748 0.0428456 0.1135 0.656008 0.150638 29.9571 0.0156197 0.0251731 0.0349799
MLOC_10750.1 MLOC_10750 0.0731972 0.199809 0.438157 0.204812 0.844315 0.444049 0.118783 0.298325
MLOC_10753.1 MLOC_10753 2.71947 0.140972 0.308414 1.32696 0.0815342 1.62417 0.0770462 0.494092
MLOC_10754 MLOC_10754 0.375396 110.6 101.268 0.50703 47.049 0.0678633 22.7044 0.0515173
MLOC_10755 MLOC_10755 45.4502 43.4566 98.9912 27.9634 34.8841 41.8861 62.6993 22.8521
MLOC_10758.2 MLOC_10758 0.486217 5.94865 8.74007 2.37749 19.4262 0.210692 0.223781 0.0902112
MLOC_10759.1 MLOC_10759 2.27591 2.93291 2.7183 3.33041 2.22736 9.34346 7.64405 5.4755
MLOC_10762.1 MLOC_10762 36.5584 26.7746 70.0691 94.9426 75.2557 28.9022 181.054 16.529
MLOC_10763.2 MLOC_10763 4.22585 5.12987 14.2907 51.8113 6.51563 0.223543 16.595 0.273182
MLOC_10764.4 MLOC_10764 4.10457 4.11617 3.88885 3.66103 2.89177 8.40353 14.535 6.11349
MLOC_10766.1 MLOC_10766 501.772 21.5544 5.10558 6.13926 11.9113 33.2217 8.03122 6.39526
MLOC_10769.1 MLOC_10769 24.3862 35.8982 25.1894 6.87061 23.96 0.0699075 41.2259 0.0498132
MLOC_1077.1 MLOC_1077 1.93981 0.624024 0 4.33312 0.898228 6.51615 0.909957 1.62144
MLOC_10770.1 MLOC_10770 28.7244 30.9185 50.443 11.1768 15.9806 7.4604 520.276 6.42628
MLOC_10771 MLOC_10771 2.51315 1.27158 1.37329 2.57349 0.637531 2.13424 0.560098 1.57402
MLOC_10773.3 MLOC_10773 2.34535 0.699765 1.82611 11.4334 2.24465 0.131905 16.4034 0.0740669
MLOC_10776.1 MLOC_10776 17.018 13.2696 6.43289 9.56802 17.1382 16.0769 51.5954 9.83004
MLOC_10777.4 MLOC_10777 16.8307 24.3769 25.7567 15.3521 11.7831 15.086 43.9624 8.20616
MLOC_10778 MLOC_10778 2.64278 2.183 2.6791 1.34376 16.3232 3.32172 66.0089 3.27706
MLOC_10779 MLOC_10779 8.56495 17.2449 20.6965 5.3384 13.3816 10.5244 62.6421 9.94744
MLOC_10780 MLOC_10780 3.41756 4.26564 4.69826 1.047 12.7338 4.80736 27.1804 7.5046
MLOC_10781.1 MLOC_10781 0.0250956 0.13707 0.0850084 0.168727 0.0408712 0.096139 0.158841 0.553692
MLOC_10783.1 MLOC_10783 0.0521568 2.82046 3.84088 0.095693 0 0.0351867 0 0
MLOC_10784.1 MLOC_10784 0 1.08111 8.69498 0.338201 0.335464 0.0808881 0 0.121101
MLOC_10787.1 MLOC_10787 0.491093 0.350325 1.8265 2.95884 1.9431 1.09858 24.7678 2.08539
MLOC_10789.1 MLOC_10789 1.05051 17.898 37.2757 5.17163 17.3364 1.02726 787.001 0.860778
MLOC_1079 MLOC_1079 0 0.0674095 41.5698 0 0.0774899 0 0 0
MLOC_10793.6 MLOC_10793 0.982103 0.193322 0.736368 0.554038 1.4867 1.45844 0.206682 0.223587
MLOC_10796.1 MLOC_10796 0 2.89505 1.51877 0 0 0 0 0
MLOC_10797.1 MLOC_10797 40.1478 34.4765 49.2837 28.2208 26.0392 29.0223 117.297 27.4263
MLOC_10805.1 MLOC_10805 0.0718621 0.190878 0.104312 0.118305 0.0749479 0.558994 0.156872 0.425093
MLOC_10807.1 MLOC_10807 0 0.601853 5.35228 0 0 0 0 0
MLOC_1081.1 MLOC_1081 2.54093 0.553114 2.43323 1.47217 8.24375 0.12221 2.64645 0.123281
MLOC_10811 MLOC_10811 8.27468 9.46806 16.0673 4.77139 18.0569 9.75413 60.2354 7.57011
MLOC_10812.1 MLOC_10812 0.493054 0.215191 0.20447 0.961739 11.2733 0.302527 9.22961 0.227324
MLOC_10815 MLOC_10815 7.08193 6.83166 4.48764 12.1612 1.18045 19.8055 2.64598 18.1808
MLOC_10816.2 MLOC_10816 28.7957 0.062912 0.351436 7.73905 0 0 0 0
MLOC_10823.1 MLOC_10823 6.4486 8.67336 13.6919 11.8116 9.55009 5.13928 41.0536 6.14699
MLOC_10826 MLOC_10826 43.5499 11.3293 16.0144 698.825 10.5127 13.1911 63.9027 12.97
MLOC_10829.1 MLOC_10829 1.24185 0.437621 3.76873 0.370065 0.0382375 0.45767 0.480788 0.111348
MLOC_1083.2 MLOC_1083 18.292 13.5759 14.0916 31.3711 13.4151 32.7776 32.4258 18.627
MLOC_10832.5 MLOC_10832 23.8722 12.2649 11.4887 45.1399 12.2407 39.2839 35.71 27.1903
MLOC_10833.3 MLOC_10833 6.09092 3.76135 4.0588 4.74448 5.55947 8.02724 16.0123 4.80562
MLOC_10834.2 MLOC_10834 0.12932 0.1014 10.8835 10.4695 6.10062 0.790636 0 0.0278923
MLOC_10836 MLOC_10836 26.5332 15.4023 16.7055 30.4944 15.2218 34.1489 33.3076 22.9634
MLOC_10838.1 MLOC_10838 451.458 722.309 575.253 344.936 181.692 520.3 126.757 663.879
MLOC_10839.4 MLOC_10839 27.7871 20.4561 23.0667 36.3681 18.0129 45.5609 74.6831 28.7393
MLOC_10840 MLOC_10840 14.7603 21.0358 25.1686 12.0912 9.99526 34.2939 36.8555 29.7218
MLOC_10843.1 MLOC_10843 0 92.8972 0.342783 0.380859 0 0 0 0
MLOC_10846 MLOC_10846 8.82193 0.741747 0.170198 5.76096 0.691065 1.14179 0.226126 0.218792
MLOC_10849.2 MLOC_10849 0.612455 0.108667 2.70809 1.46831 0.191195 0.0957976 0.448818 0.0606891
MLOC_10851 MLOC_10851 11.5357 11.1394 20.9191 4.73993 17.0112 10.4159 48.8508 8.00299
MLOC_10853.1 MLOC_10853 0.557786 1.29207 1.45511 0.0469396 0.300265 2.5879 4.14671 1.20667
MLOC_10854.2 MLOC_10854 90.8207 65.6541 47.0156 25.0815 101.349 67.6667 282.664 81.979
MLOC_10855.1 MLOC_10855 268.788 59.3002 100.687 229.589 42.5842 87.2787 838.74 22.9524
MLOC_10856.1 MLOC_10856 116.986 214.389 164.09 55.8946 57.7758 57.6804 230.102 49.4937
MLOC_10857.4 MLOC_10857 3.02982 6.43986 4.89048 2.7654 3.70419 6.41174 17.625 5.48583
MLOC_10858.1 MLOC_10858 12.7253 10.7292 17.9868 68.3168 13.3951 16.092 72.5792 7.66239
MLOC_10859.4 MLOC_10859 5.29997 4.7759 2.74392 1.41781 1.18473 24.4492 0.650333 18.8686
MLOC_1086 MLOC_1086 0.825059 1.30221 1.93055 0.7174 1.17282 0.528732 1.03487 0.511052
MLOC_10860.3 MLOC_10860 0.049709 0.451107 1.51549 0.120051 0.377565 8.09049 5.11722 3.01524
MLOC_10873.2 MLOC_10873 0.0245296 2.44419 1.87119 0.15284 3.84196 3.50594 0.0504996 1.18504
MLOC_10876.2 MLOC_10876 1137.7 1.11378 7.37909 6.42436 7.83988 0.695222 1042.05 0.55333
MLOC_10877 MLOC_10877 7.29818 5.31691 12.0705 4.48302 95.7358 4.49771 42.4841 5.16122
MLOC_10878.1 MLOC_10878 0.146052 0.781492 4.53748 1.24945 0.627856 1.65207 1.11235 0.148153
MLOC_10879.1 MLOC_10879 40.7822 36.7515 53.2182 43.9932 56.2568 30.3965 189.734 19.9825
MLOC_1088.10 MLOC_1088 0.638782 3.39899 16.3604 1.52931 10.7515 0.527951 12.7499 0.304153
MLOC_10884.2 MLOC_10884 2.08353 2.59984 9.94478 1.10182 7.98674 1.82142 3.91724 1.06081
MLOC_10888 MLOC_10888 0.532712 0.550425 0.318269 0.0660315 0.525128 0.39425 0.0159128 0.614731
MLOC_10889 MLOC_10889 14.2233 9.51532 14.8486 12.9907 8.03296 21.4548 17.4799 15.7014
MLOC_10890.2 MLOC_10890 3.89585 3.1654 5.10855 5.64112 6.36997 10.3163 13.8747 8.54668
MLOC_10892.1 MLOC_10892 17.2709 13.8079 15.2795 11.8208 6.23206 13.5336 15.6661 8.22746
MLOC_10893.1 MLOC_10893 59.2294 14.0946 53.5835 68.8466 22.9327 0.175093 268.023 0.160129
MLOC_10895.2 MLOC_10895 0.330173 0.342372 0.300445 0.474332 0.0754227 0.234884 0.106633 0.140821
MLOC_10898.2 MLOC_10898 51.431 27.1324 36.8848 52.4651 20.0148 29.5362 71.047 16.2805
MLOC_10899.1 MLOC_10899 44.3316 0 0 1.41361 0 0 0.0475255 0
MLOC_109.1 MLOC_109 0.188338 0.159983 0.0971926 0.199497 0.0428549 0.431375 0.124422 0.0248175
MLOC_10900.1 MLOC_10900 0.150338 0.635294 1.21417 0.124059 0.236157 0.357282 1.04121 0.590693
MLOC_10904.1 MLOC_10904 8.01849 18.3589 17.1427 9.12633 6.14322 9.66299 9.24423 11.6239
MLOC_10905.1 MLOC_10905 0 0.02294 0.839413 0 0.137958 0 0 0.0220165
MLOC_10906.1 MLOC_10906 8.28194 9.79494 9.76312 2.20384 2.83285 0.0285324 62.7687 0.0226894
MLOC_10907.1 MLOC_10907 0.058611 0.681523 3.14592 0.373243 0.315569 0.0316885 17.6986 0
MLOC_1091 MLOC_1091 6.57378 10.8111 6.21827 2.46102 30.652 7.02922 65.0439 8.10986
MLOC_10911.1 MLOC_10911 13.8667 11.7459 17.6559 72.4803 5.8528 4.85494 113.752 3.50619
MLOC_10915.1 MLOC_10915 30.2959 20.2881 20.4925 19.6823 10.9746 57.7768 71.2594 34.5311
MLOC_10916 MLOC_10916 0.532561 3.91676 24.4066 55.399 2.0934 0.10745 1.82973 0.0440934
MLOC_10919.1 MLOC_10919 70.4135 47.0133 37.0362 9.60176 11.0614 21.6552 36.1371 3.46141
MLOC_10922.1 MLOC_10922 9.12115 6.51515 8.39071 18.3759 5.33848 10.9749 15.6877 9.08481
MLOC_10926.1 MLOC_10926 5.44001 7.8043 18.5438 35.5366 12.2593 2.57544 32.4404 3.58723
MLOC_10928.2 MLOC_10928 0.604546 0.226659 0.558206 1.31138 0.421655 1.00876 0.544696 0.629225
MLOC_10930.1 MLOC_10930 0.0238326 5.78221 17.2504 0.207818 1.2717 7.53406 21.2091 9.95898
MLOC_10933.1 MLOC_10933 16.773 18.672 26.5529 15.478 21.6775 20.1587 42.1302 23.5388
MLOC_10934.1 MLOC_10934 71.2501 52.4694 71.0436 20.4613 41.303 60.5062 464.446 35.6114
MLOC_10935.1 MLOC_10935 94.3148 215.161 257.54 20.5253 97.8343 111.293 740.636 99.9257
MLOC_10938 MLOC_10938 7.79697 12.5959 18.7496 8.32134 9.87365 15.26 76.775 12.9158
MLOC_10939 MLOC_10939 39.3886 33.2336 42.0118 109.376 24.2735 45.3801 66.6358 38.6105
MLOC_10940 MLOC_10940 0 0 0 1.10121 0 0 0 0
MLOC_10949.1 MLOC_10949 5.9604 4.36567 6.80644 3.92092 4.1872 4.86395 21.4253 3.80867
MLOC_10950.3 MLOC_10950 31.2294 16.0844 37.3305 30.1317 12.8156 4.65934 150.772 5.20503
MLOC_10953 MLOC_10953 22.5385 18.0894 14.5183 14.4918 15.0647 17.567 68.3038 13.0656
MLOC_10954 MLOC_10954 5.0091 8.80122 18.3559 7.07999 7.30584 14.5261 34.1229 8.84428
MLOC_10955.1 MLOC_10955 0.895218 510.114 324.638 1.4492 256.172 0.950123 587.641 0.231847
MLOC_10956.1 MLOC_10956 2.71827 1.64512 0.2746 0.264875 14.5035 0.0373311 13.4023 0.132406
MLOC_10957.1 MLOC_10957 19.3681 3.48749 25.6842 84.6707 308.658 13.0476 465.139 7.2767
MLOC_10962.2 MLOC_10962 1.97881 4.75438 4.16016 1.26971 4.03751 5.87473 10.3335 4.8523
MLOC_10963.3 MLOC_10963 4.61079 0.560471 3.01942 7.85403 1.39459 1.64835 2.62193 0.46773
MLOC_10966 MLOC_10966 17.5157 5.11586 5.08497 0.468306 1.42823 6.58732 18.8934 3.69835
MLOC_10967.2 MLOC_10967 5.67735 4.49934 6.2676 4.4413 3.88396 11.3629 17.1189 9.48776
MLOC_10969 MLOC_10969 25.6907 19.7298 31.4658 17.2936 21.1483 26.1544 120.804 21.045
MLOC_10971.1 MLOC_10971 0 2.61287 99.134 0.0564332 0 0.155481 0 0.0718511
MLOC_10972 MLOC_10972 11.7362 8.73575 8.98747 8.785 4.40046 11.4884 20.6499 8.54209
MLOC_10974.2 MLOC_10974 0.336778 0.777774 1.75368 0.0921078 4.98306 0.303406 55.775 0.391404
MLOC_1098 MLOC_1098 8.80908 5.12171 7.19923 8.56867 8.29883 15.1231 21.6325 9.06876
MLOC_10980 MLOC_10980 21.7328 28.6153 30.4918 25.8864 20.107 31.1209 55.3492 28.135
MLOC_10981.1 MLOC_10981 0.0286403 1.36516 0.346841 0.201945 3.7399 0.0304229 2.3225 0
MLOC_10982.1 MLOC_10982 33.1684 0.661622 0.548077 3.28134 0.538203 1.33674 2.96884 1.13538
MLOC_10984.1 MLOC_10984 1.86339 0 0 0 0 0 0 0
MLOC_10986 MLOC_10986 5.59157 6.71473 16.5694 7.07322 8.7888 7.87364 39.2804 5.76049
MLOC_10987 MLOC_10987 14.7876 15.4079 34.2414 15.7464 25.1107 11.3071 79.6916 7.9474
MLOC_10988.2 MLOC_10988 0.0787599 0.12426 0.146169 0.10803 0.867656 2.55177 25.3369 0.813368
MLOC_10989 MLOC_10989 6.8712 5.22939 7.3691 7.31094 4.31115 20.7133 1.14602 16.019
MLOC_10990 MLOC_10990 4.48372 3.21342 3.24998 2.75582 5.85523 8.98927 12.0526 4.75625
MLOC_10999 MLOC_10999 0.488372 4.23332 3.05492 0.129638 1.61051 0.275972 10.1647 0.210669
MLOC_110.1 MLOC_110 1.59995 0 0 0.14921 0 0 0 0
MLOC_11000 MLOC_11000 2.21759 9.87035 7.49459 8.04543 8.8316 1.37324 137.974 0.640668
MLOC_11002 MLOC_11002 4.30151 4.67663 5.49072 4.12346 3.26605 5.66529 4.3618 5.07425
MLOC_11007.1 MLOC_11007 0 0 0 0.0966373 0 0.0361315 0 0.0737139
MLOC_11008 MLOC_11008 6.02723 9.27815 7.81881 7.41878 11.1663 26.6146 25.2732 17.1279
MLOC_11010 MLOC_11010 23.3152 23.2735 27.3824 67.0686 22.5405 15.5689 91.3168 11.4356
MLOC_11014.7 MLOC_11014 0.991439 2.44773 3.64983 0.422426 0.670652 1.18351 0.787879 1.21818
MLOC_11017.1 MLOC_11017 2.24937 0.0693916 0 6.35919 0.0739793 0 0 0
MLOC_11021.3 MLOC_11021 0.10143 0.142982 0.642513 0.178178 0.926931 0.243525 0.914603 0.187235
MLOC_11024.1 MLOC_11024 3.33357 2.28193 1.21276 1.9327 6.10854 5.25053 2.77513 3.60047
MLOC_11026.1 MLOC_11026 18.9264 38.4232 42.9377 10.4052 27.0647 23.6504 77.0246 19.1233
MLOC_11027.1 MLOC_11027 1.41698 3.1333 4.29813 1.38556 2.12412 2.54393 3.33863 1.9968
MLOC_11028 MLOC_11028 21.4167 16.6497 26.1478 60.9494 12.617 17.4597 44.9471 10.5518
MLOC_11029.1 MLOC_11029 0.725213 1.41171 1.28267 0.485233 0.480088 0.411385 3.75505 0.350132
MLOC_11031.1 MLOC_11031 6.58409 6.03915 2.71348 4.35253 11.0415 3.96076 22.0022 4.1678
MLOC_11032.1 MLOC_11032 3.96336 0.583991 1.7503 0.642685 0.682574 0.664288 2.86373 0.243453
MLOC_11036.3 MLOC_11036 7.65372 21.7795 34.261 4.97536 12.0465 9.00317 89.2022 5.73306
MLOC_11038.2 MLOC_11038 0.875579 0.271645 0.266791 0.193343 0.164253 1.12592 0 0.504537
MLOC_11039.1 MLOC_11039 8.82152 7.25386 8.16686 7.52173 14.7443 10.1873 23.8621 6.97483
MLOC_1104.2 MLOC_1104 10.5193 9.17766 10.6842 5.23545 10.1568 16.2695 8.10199 14.632
MLOC_11043 MLOC_11043 6.97183 6.2572 6.41605 9.73274 4.0188 6.71706 4.32007 8.36863
MLOC_11044.1 MLOC_11044 0.0824225 0.315707 2.75354 0.111096 0.70401 0 0.0343825 0
MLOC_11045.3 MLOC_11045 16.8492 10.9262 13.3081 21.0314 9.99753 27.8061 16.6792 21.7759
MLOC_11046 MLOC_11046 17.404 5.28505 4.65816 10.0623 1.2897 28.1431 6.93346 26.1297
